text,clean_text,true_label,svm_pred,lr_pred,bert_pred,ensemble_pred,ensemble_correct
Here's our #BeautyAndTheBeast trailer breakdown:,here our beautyandthebeast trailer breakdown,Positive,Positive,Neutral,Neutral,Neutral,False
"Robots, radioactive waste - what happens next at Chernobyl",robots radioactive waste what happens next at chernobyl,Negative,Positive,Neutral,Negative,Negative,True
@user @user @user @user You mean like Nancy Pelosi making millions on insider trading from her House sources?,you mean like nancy pelosi making millions on insider trading from her house sources,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user the video wasn't aimed about gun control rather mental issues that this young boy struggle w/,the video wasn aimed about gun control rather mental issues that this young boy struggle,Negative,Neutral,Negative,Negative,Negative,True
"@user Fossil fuels are as problematic,but as they are finite it makes sense to improve on other sources that are not. #JustConversing",fossil fuels are as problematic but as they are finite it makes sense to improve on other sources that are not justconversing,Neutral,Negative,Neutral,Negative,Negative,False
"#UsefulNewVerb  You can't come up with your own speech, so you Melania somebody else's speech.",usefulnewverb you can come up with your own speech so you melania somebody else speech,Negative,Negative,Negative,Negative,Negative,True
"Fires near 'Abu Ghosh', northwest of occupied Jerusalem.#israelisburning #Palestine",fires near abu ghosh northwest of occupied jerusalem israelisburning palestine,Neutral,Neutral,Neutral,Neutral,Neutral,True
Spider-Man: Top 5 Actors To Play Kraven The Hunter -,spider man top actors to play kraven the hunter,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user I'm out of ideas... Please help me with a cart for a #Hatchimals 😳,out of ideas please help me with cart for hatchimals,Neutral,Neutral,Neutral,Neutral,Neutral,True
There's a lot of birthdays this week. Happy Valentines Day!!!!,there lot of birthdays this week happy valentines day,Positive,Positive,Positive,Positive,Positive,True
Mommy's here #FBNewt #FantasticBeasts,mommy here fbnewt fantasticbeasts,Positive,Neutral,Positive,Positive,Positive,True
Buy VAMAA 3D Printing Pen 1.75mm ABS Filament 10m (0.25*40 Strands) (Snow White) at Rs. 299.00,buy vamaa printing pen mm abs filament strands snow white at rs,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Giving Thanks for Foster Campbell,  We need 1 more Dem in the Senate to save Soc Sec,   Medicare & Medicaid .https://t.co/34UILEKTS1  VOTE!",giving thanks for foster campbell we need more them in the senate to save soc sec medicare medicaid vote,Positive,Neutral,Negative,Neutral,Neutral,False
#ThankYouObama 4everything!This @user special's giving me so much happiness in this moment. Beyond that I'm a mess;anxious &already grieving!,thankyouobama everything this special giving me so much happiness in this moment beyond that mess anxious already grieving,Positive,Positive,Positive,Positive,Positive,True
"@user The dividing lines that these new fascists draw around themselves are bizarre, but they do exist:",the dividing lines that these new fascists draw around themselves are bizarre but they do exist,Negative,Neutral,Neutral,Negative,Negative,True
Samsung SDI Lost After Galaxy Note 7 Recall #Samsung SDI,samsung sdi lost after galaxy note recall samsung sdi,Negative,Neutral,Negative,Negative,Negative,True
man that westworld finale. it only took 10+ hours but i can finally say i know the plot of the show.,man that westworld finale it only took hours but can finally say know the plot of the show,Positive,Neutral,Neutral,Positive,Positive,True
tony romo would have made that throw,tony romo would have made that throw,Positive,Neutral,Neutral,Neutral,Neutral,False
"OmTime magazine named Mahatma Gandhi Person of the year in 1930,Pope Francis in 2013,.A Person who has done good o…",omtime magazine named mahatma gandhi person of the year in pope francis in person who has done good,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user Debugging and testing AI and deep learning systems!,debugging and testing ai and deep learning systems,Neutral,Neutral,Neutral,Neutral,Neutral,True
Here's Obama legacy; we started his presidency with 3 wars and we end it with 7! & drone strikes; & Hillary wanted…,here obama legacy we started his presidency with wars and we end it with drone strikes hillary wanted,Negative,Negative,Negative,Negative,Negative,True
"""When we’re supposed to be talking about diversity for women, it feels purpose-defeating."" —@theashleygraham",when were supposed to be talking about diversity for women it feels purpose defeating,Neutral,Negative,Negative,Neutral,Neutral,True
Fuck you and your bougie dog you nazi,fuck you and your bougie dog you nazi,Negative,Negative,Negative,Negative,Negative,True
Read more about our 'Orange' initiative in today's Khaleej Times edition!#SpeakUpae #OrangeTheWorld #16Days…,read more about our orange initiative in today khaleej times edition speakupae orangetheworld days,Neutral,Positive,Neutral,Neutral,Neutral,True
"Celine sing again, please#BeautyAndTheBeast",celine sing again pleasebeautyandthebeast,Positive,Positive,Neutral,Positive,Positive,True
when u start eating thanksgiving dinner before u say grace & ur grandma catches u,when start eating thanksgiving dinner before say grace ur grandma catches,Positive,Neutral,Positive,Positive,Positive,True
Conservatives and liberals alike hate science. Y'all really do. Y'all believe in homeopathy and chiropractic but not in vaccines,conservatives and liberals alike hate science all really do all believe in homeopathy and chiropractic but not in vaccines,Negative,Negative,Negative,Negative,Negative,True
Tesla Model S named 'Most important car of the last 20 years' by The Telegraph,tesla model named most important car of the last years by the telegraph,Positive,Neutral,Positive,Positive,Positive,True
i just got a twitter thats seriously upset over fidel castro's son,just got twitter thats seriously upset over fidel castro son,Negative,Neutral,Negative,Negative,Negative,True
Ricktatorship by TheMeeDes #art #illustration #popculture #coolpopsart #popart #thewalkingdead #rickgrimes,ricktatorship by themeedes art illustration popculture coolpopsart popart thewalkingdead rickgrimes,Neutral,Neutral,Neutral,Neutral,Neutral,True
Discussing Catholic Faith and Pope Francis Live On Radio... #catholic,discussing catholic faith and pope francis live on radio catholic,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user #isis and #BlackLivesMatter beware. It's now legal for #americans to protect themselves in this…,isis and blacklivesmatter beware it now legal for americans to protect themselves in this,Negative,Negative,Negative,Negative,Negative,True
#Lebanon halts construction of 'security wall' around Ain al-Hilweh refugee camp #Palestine,lebanon halts construction of security wall around ain al hilweh refugee camp palestine,Neutral,Neutral,Neutral,Neutral,Neutral,True
'Homeopathy is not about small white pills or placebo. It is a profound process where you will feel fully...,homeopathy is not about small white pills or placebo it is profound process where you will feel fully,Neutral,Negative,Neutral,Neutral,Neutral,True
"If Intel Community was aware of RUSSIA efforts to MANIPULATE election, Why COMEY didn't disclosed, but was eager to talk about Emails B.S.?",if intel community was aware of russia efforts to manipulate election why comey didn disclosed but was eager to talk about emails,Neutral,Neutral,Neutral,Negative,Negative,False
...it's called fake science. Corporations getting vaccines past the FDA because they lobby Congress. Start hanging…,it called fake science corporations getting vaccines past the fda because they lobby congress start hanging,Negative,Negative,Negative,Negative,Negative,True
Israeli demolition of Palestinian woman's home 'a double crime' via @user #gaza #palestine #israel #BDS,israeli demolition of palestinian woman home double crime via gaza palestine israel bds,Negative,Neutral,Negative,Neutral,Neutral,False
She totally Melania'd that speech #UsefulNewVerbs,she totally melania that speech usefulnewverbs,Negative,Neutral,Negative,Negative,Negative,True
The Spanish treasury plans to hold allegations against Cristiano Ronaldo appropriately. #reportingsporthttps://t.co/6ay95680OV,the spanish treasury plans to hold allegations against cristiano ronaldo appropriately reportingsport,Neutral,Neutral,Neutral,Neutral,Neutral,True
Microsoft and Linux. A match made in heaven.,microsoft and linux match made in heaven,Positive,Positive,Positive,Positive,Positive,True
#Best #Toy #Transformers Robots In Disguise One-Step Changers Autobot Drift #Figure #Toys…,best toy transformers robots in disguise one step changers autobot drift figure toys,Neutral,Positive,Positive,Neutral,Neutral,True
#BlackLivesmatter is it any wonder why cops are wary and ready to shoot first. It's not an easy job to protect the…,blacklivesmatter is it any wonder why cops are wary and ready to shoot first it not an easy job to protect the,Neutral,Negative,Neutral,Neutral,Neutral,True
"such sweet boys, don't you agree pope francis...you demonic fuck!",such sweet boys has you agree pope francis you demonic fuck,Negative,Positive,Negative,Negative,Negative,True
"CCFA thinks homeopathy and ""energy medicine"" are valid treatment options, go call them out",ccfa thinks homeopathy and energy medicine are valid treatment options will call them out,Neutral,Neutral,Neutral,Neutral,Neutral,True
MARINE Le Pen and a host of right-wing politicians have heaped praise upon Italy’s decision to reject Matteo Ren...,marine le pen and host of right wing politicians have heaped praise upon italys decision to reject matteo ren,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user Since Pope Francis wrote AL he has every right to tell those who enquiry whether their interpretation is correct or not!,since pope francis wrote al he has every right to tell those who enquiry whether their interpretation is correct or not,Neutral,Negative,Neutral,Neutral,Neutral,True
#British firms warned of #ISIS chemical #drone strikes,british firms warned of isis chemical drone strikes,Neutral,Neutral,Negative,Neutral,Neutral,True
@user  When you #DrainTheswamp you will find Illegals swarming pile of Romney & hiding under every Bush,when you draintheswamp you will find illegals swarming pile of romney hiding under every bush,Negative,Negative,Negative,Negative,Negative,True
"#Palestinian ministry of health announces death of man shot earlier by #IsraeliForces in Shuafat #refugee camp, illegaly annexxed #Jerusalem",palestinian ministry of health announces death of man shot earlier by israeliforces in shuafat refugee camp illegaly annexxed jerusalem,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Pope Francis reminds us that the time has come for us Catholics to bite the bullet, and prove our mettle.",pope francis reminds us that the time has come for us catholics to bite the bullet and prove our mettle,Neutral,Positive,Neutral,Neutral,Neutral,True
"Todd Staples: “We have an unprecedented level of energy security now."" #fracking #shale",todd staples we have an unprecedented level of energy security now fracking shale,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Donald duck ,I mean to say,not my President. He's a hippocrite.He don't believe in Jesus,and he's a perpetrator.Wise up electoral college",donald duck mean to say not my president he hippocrite he has believe in jesus and he perpetrator wise up electoral college,Negative,Negative,Positive,Negative,Negative,True
The crazy thing is so many white leftists believe this bullshit,the crazy thing is so many white leftists believe this bullshit,Negative,Negative,Negative,Negative,Negative,True
@user You are a stand up guy and a Gentleman Vice President Pence,you are stand up guy and gentleman vice president pence,Positive,Negative,Positive,Positive,Positive,True
"@user I'm still with you 💯 and no matter what the networks say, you are a hero to all of us & the real winner #StillWithHer",still with you and not matter what the networks say you are hero to all of us the real winner stillwithher,Positive,Negative,Positive,Positive,Positive,True
@user George Soros needs to go with him.,george soros needs to will with him,Neutral,Neutral,Neutral,Neutral,Neutral,True
📸 | Messi presenting his new boots today. #FCBlive,messi presenting his new boots today fcblive,Neutral,Positive,Neutral,Neutral,Neutral,True
"Days before new Michigan medical marijuana laws, industry gets ready",days before new michigan medical marijuana laws industry gets ready,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user loooooooooool yea if you're willing to fuck Roger Ailes for a job @user,loooooooooool yea if you re willing to fuck roger ailes for job,Negative,Positive,Negative,Negative,Negative,True
I'm sending the folks who gave a  Nobel prize for literature to Bob Dylan a cassette copy of The Great Adventures of Slick Rick.,sending the folks who gave nobel prize for literature to bob dylan cassette copy of the great adventures of slick rick,Neutral,Positive,Positive,Neutral,Neutral,True
@user #hatchimals yes please!,hatchimals yes please,Neutral,Positive,Neutral,Neutral,Neutral,True
@user lol Grayson Allen would outscore every guard on UK's team,lol grayson allen would outscore every guard on uk team,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user @user @user no trump is pushing to get rid of most those fools hence #draintheswamp,not trump is pushing to get rid of most those fools hence draintheswamp,Neutral,Negative,Negative,Neutral,Neutral,True
@user #FreebieFriday #Hatchimals - need these to hatch today !,freebiefriday hatchimals need these to hatch today,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Days after its launch in Bangladesh, #Uber gets branded as ""illegal"". Read more:",days after its launch in bangladesh uber gets branded as illegal read more,Neutral,Neutral,Neutral,Neutral,Neutral,True
4.) Michael Moore even warned the MSM that Trump's victory in a Michigan was a near certainty. They ignored him.,michael moore even warned the msm that trump victory in michigan was near certainty they ignored him,Negative,Negative,Negative,Negative,Negative,True
Deep Learning: Convolutional Neural Networks in Python☞,deep learning convolutional neural networks in python,Neutral,Neutral,Neutral,Neutral,Neutral,True
"#Valentine #Gift Island Alpaca 8"" #TeddyBear (Martha's Vineyard) NWT #Valentines #Gifts",valentine gift island alpaca teddybear martha vineyard nwt valentines gifts,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user ...and @user as Steve Bannon.,and as steve bannon,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user @user @user @user The NeoFascist Conservatives all cling to the fact that...,the neofascist conservatives all cling to the fact that,Negative,Neutral,Negative,Negative,Negative,True
Drill baby drill... and devaluate? #libya #mena #oil #politicalriskhttps://t.co/1iBbCebyKj,drill baby drill and devaluate libya mena oil politicalrisk,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user awesome nite tonite,awesome nite tonite,Positive,Positive,Positive,Positive,Positive,True
The gov't quietly just approved this enormous oil pipeline #NoDakotaAccess #NoDAPL,the gov quietly just approved this enormous oil pipeline nodakotaaccess nodapl,Neutral,Neutral,Negative,Neutral,Neutral,True
we need a  Fidel Castro in Kenya  to gear up a revolution against a corrupt regime and have better health reforms #DoctorsStrike .,we need fidel castro in kenya to gear up revolution against corrupt regime and have better health reforms doctorsstrike,Positive,Positive,Neutral,Positive,Positive,True
Why condoms are ‘bad’ for you on Valentine’s Day,why condoms are bad for you on valentines day,Neutral,Negative,Negative,Negative,Negative,False
@user good thing donnie trump's coming to take them bad hombres out of here.,good thing donnie trump coming to take them bad hombres out of here,Positive,Negative,Negative,Negative,Negative,False
@user How are you still pretending there's a gold standard? Aren't you ashamed? @user @user @user @user,how are you still pretending there gold standard aren you ashamed,Negative,Neutral,Neutral,Negative,Negative,True
"@user doesn't seem likely that any reforms will take place w/ H1-B visas, what do you think?",doesn seem likely that any reforms will take place visas what do you think,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user That looks like Trump's transition team.,that looks like trump transition team,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user right wing nuts... has the media already looked up his voter registration for party affiliation?  You are pathetic!,right wing nuts has the media already looked up his voter registration for party affiliation you are pathetic,Negative,Neutral,Negative,Negative,Negative,True
Valentines don't fase me 😭🙄but wya 2017,valentines has fase me but wya,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user Get rid of the old hag and her old men cohorts!!Pelosi is a tired old woman that makes looney statements!,get rid of the old hag and her old men cohorts pelosi is tired old woman that makes looney statements,Negative,Neutral,Negative,Negative,Negative,True
"You can't tell the difference between a BLM protest and an anti-Trump protest anymore. Same chants, same signs.",you can tell the difference between blm protest and an anti trump protest anymore same chants same signs,Negative,Negative,Negative,Neutral,Neutral,False
"@user #SYRIA Why should the good people of East #ALEPPO leave their homes under an Assad Regime ""Kneel or Starve"" campaign ?",syria why should the good people of east aleppo leave their homes under an assad regime kneel or starve campaign,Negative,Neutral,Negative,Negative,Negative,True
We used see-think-wonder to help us investigate the UNCRC. This week is the 25th anniversary of the UNCRC.…,we used see think wonder to help us investigate the uncrc this week is the th anniversary of the uncrc,Positive,Neutral,Neutral,Neutral,Neutral,False
"Between 1954 and 1963, close to 98 million Americans received polio vaccines contaminated w/ a carcinogenic monkey virus, known as SV40.",between and close to million americans received polio vaccines contaminated carcinogenic monkey virus known as sv,Negative,Negative,Neutral,Neutral,Neutral,False
THE A WORD #apartheid #gaza #palestine #israel #BDS,the word apartheid gaza palestine israel bds,Neutral,Neutral,Neutral,Neutral,Neutral,True
Trump aides mull asking Romney for APOLOGY so he can be sec. of state,trump aides mull asking romney for apology so he can be sec of state,Neutral,Neutral,Neutral,Negative,Negative,False
"I WANT TO GO SEE THE MOVIE ""LOVING""",want to will see the movie loving,Positive,Positive,Positive,Positive,Positive,True
"The deplorables will have an awesome four year long hangover, think salt and hemroids, head in a sack bar of (cont)",the deplorables will have an awesome four year long hangover think salt and hemroids head in sack bar of cont,Negative,Neutral,Negative,Negative,Negative,True
"Embargo on pesticides means that organic honey is a big export for Cuba, while our bee populations suffer",embargo on pesticides means that organic honey is big export for cuba while our bee populations suffer,Negative,Neutral,Neutral,Neutral,Neutral,False
"@user like abortion, gay marriage, and obamacare? @user",like abortion gay marriage and obamacare,Negative,Negative,Neutral,Negative,Negative,True
"@user @user if you want to do something viable, for your legacy, before you leave, bring back the death penalty for this puke!",if you want to do something viable for your legacy before you leave bring back the death penalty for this puke,Negative,Neutral,Negative,Negative,Negative,True
@user Pointless committee. No one needs rights. Just Kim Jong-un.,pointless committee not one needs rights just kim jong un,Neutral,Negative,Neutral,Negative,Negative,False
@user @user @user @user Of course instead of shutting her mouth...https://t.co/NQnLb09ZEU,of course instead of shutting her mouth,Neutral,Neutral,Negative,Neutral,Neutral,True
"@user He was a ""meh"" prime minister for me. No real highlights come to mind of his tenure. Maybe legalising gay marriage?",he was meh prime minister for me not real highlights come to mind of his tenure maybe legalising gay marriage,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Unsurprisingly, both Marine Le Pen & Farage choose wishfully to interpret the #italyreferendum as action against #EU...",unsurprisingly both marine le pen farage choose wishfully to interpret the italyreferendum as action against eu,Neutral,Neutral,Neutral,Neutral,Neutral,True
Buckle Up For An Extended Midseason Finale Of #TheWalkingDead Season 7 - #TWD,buckle up for an extended midseason finale of thewalkingdead season twd,Neutral,Neutral,Neutral,Neutral,Neutral,True
galaxy allo dictionary of garbage note 7 fire ios exynos 🍆 🍆,galaxy allo dictionary of garbage note fire ios exynos,Negative,Neutral,Neutral,Negative,Negative,True
"Ironic that Trump supporters are angry at protestors when Trump was the ultimate ""protest vote""",ironic that trump supporters are angry at protestors when trump was the ultimate protest vote,Negative,Neutral,Negative,Negative,Negative,True
#duke Duke Highlight: Grayson Allen leads the way with 17 points in an 88-67 win over William & Mary Wednesday (ES…,duke duke highlight grayson allen leads the way with points in an win over william mary wednesday es,Neutral,Neutral,Positive,Neutral,Neutral,True
"Trump Stock In Dakota Access Oil Pipeline Raises Questions via @user And he was working on Carrier, Indians were hurt",trump stock in dakota access oil pipeline raises questions via and he was working on carrier indians were hurt,Neutral,Neutral,Neutral,Neutral,Neutral,True
I really like this remix of Yeah. #ThankYouObama,really like this remix of yeah thankyouobama,Positive,Positive,Positive,Positive,Positive,True
"Send all info to US attorneys, to @user to @user  PROTEST the fraud & corruption. Our country is what we…",send all info to us attorneys to to protest the fraud corruption our country is what we,Negative,Negative,Negative,Negative,Negative,True
Obamas Celebrate Their Last Thanksgiving At The White House #ThankYouObama,obamas celebrate their last thanksgiving at the white house thankyouobama,Positive,Neutral,Positive,Positive,Positive,True
@user  ... And I thought that only Nancy Pelosi @user was the craziest Democrat of them all . I guess I was wrong,and thought that only nancy pelosi was the craziest democrat of them all guess was wrong,Negative,Negative,Negative,Negative,Negative,True
Please don't consider donating to @user They'll just buy more euthanasia.,please has consider donating to they ll just buy more euthanasia,Negative,Negative,Neutral,Negative,Negative,True
@user @user I'm sure it is a NYT #1 best-seller for a reason.,sure it is nyt best seller for reason,Positive,Positive,Positive,Positive,Positive,True
i can't believe george soros personally murdered julian assange by force-feeding him money #rip #pizzagate,can believe george soros personally murdered julian assange by force feeding him money rip pizzagate,Negative,Negative,Negative,Negative,Negative,True
@user This is a very suggestive trend in AI. Even a high school student can use deep learning method.,this is very suggestive trend in ai even high school student can use deep learning method,Positive,Positive,Positive,Positive,Positive,True
When did #Thanksgiving turn into Valentines Day? So. Many. Couples. Pictures.,when did thanksgiving turn into valentines day so many couples pictures,Positive,Neutral,Positive,Neutral,Neutral,False
#Hamas leader: #Trump may be a #Jew,hamas leader trump may be jew,Negative,Neutral,Negative,Negative,Negative,True
What will it take for Democrats to woo the white working class? #StrongerTogether #StillWithHer #UniteBlue,what will it take for democrats to woo the white working class strongertogether stillwithher uniteblue,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Mostly the 2006 interview.... Via @user #LeonardCohen On Poetry, Music And Why He Left The Zen Monastery  #freshair",mostly the interview via leonardcohen on poetry music and why he left the zen monastery freshair,Neutral,Neutral,Neutral,Neutral,Neutral,True
Bulking Up!  A Guide to Bulk Food Bargains and Storage  #tpp #pjnet #xcot,bulking up guide to bulk food bargains and storage tpp pjnet xcot,Neutral,Negative,Neutral,Neutral,Neutral,True
"Syrian Army Recaptures Half of Rebel-held Eastern Aleppo: More than 20 people, including…",syrian army recaptures half of rebel held eastern aleppo more than people including,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Nobody woulda payed attention to Jim Brown or Muhammad Ali if they were Sub-par in their sports careers...Sad, but True.",nobody woulda payed attention to jim brown or muhammad ali if they were sub par in their sports careers sad but true,Negative,Neutral,Neutral,Negative,Negative,True
I'm just dying to get on board with Thanksgiving 😭🦃🙌🏻,just dying to get on board with thanksgiving,Neutral,Neutral,Neutral,Neutral,Neutral,True
I didn't think #ThisisUS would be this awesome. Officially addicted 💓,didn think thisisus would be this awesome officially addicted,Positive,Positive,Positive,Positive,Positive,True
@user @user perfect365 app does live makeup pics ☺ shiseido still animal testing 😐,perfect app does live makeup pics shiseido still animal testing,Negative,Neutral,Neutral,Negative,Negative,True
Good for Kate for recognizing that she needs to be happy with herself to be happy with Toby. #ThisIsUs,good for kate for recognizing that she needs to be happy with herself to be happy with toby thisisus,Positive,Positive,Positive,Positive,Positive,True
@user @user It all comes together if electors go with the popular vote. Dun dun DUNNNN!,it all comes together if electors will with the popular vote dun dun dunnnn,Neutral,Neutral,Positive,Neutral,Neutral,True
#victoriaderbyshire .. even the people who voted remain know what #brexit means .. #badlosers,victoriaderbyshire even the people who voted remain know what brexit means badlosers,Neutral,Negative,Neutral,Neutral,Neutral,True
"@user @user @user @user Meanwhile, it has been reported that Mavs owner and Trump antagonist MCuban had mtg in NYC w Steve Bannon!",meanwhile it has been reported that mavs owner and trump antagonist mcuban had mtg in nyc steve bannon,Neutral,Neutral,Negative,Neutral,Neutral,True
Some ole lady at thanksgiving was talmbout how she used to buy a zip for $40,some ole lady at thanksgiving was talmbout how she used to buy zip for,Positive,Neutral,Neutral,Negative,Negative,False
[Video] United Kingdom: Shia #Hezbollah militia march in military uniform in a... by #DioscorusBoles via @user,video united kingdom shia hezbollah militia march in military uniform in by dioscorusboles via,Neutral,Neutral,Neutral,Neutral,Neutral,True
"@user @user @user @user And vaccines, let's not forget vaccines...",and vaccines let not forget vaccines,Neutral,Negative,Neutral,Neutral,Neutral,True
"@user Mr. President,  I am an immigrant in CA & b4 I even had green card I got my voter registration & jury duty! Plz change that",mr president am an immigrant in ca even had green card got my voter registration jury duty plz change that,Neutral,Neutral,Neutral,Negative,Negative,False
"@user I have to, cuz Walmart has #TheWalkingDead season 6 for $10. Hopefully it's still there. 😑",have to cuz walmart has thewalkingdead season for hopefully it still there,Neutral,Neutral,Positive,Positive,Positive,False
@user Hill seeing money signs... we go as far as he takes us! Fat contract coming up!,hill seeing money signs we will as far as he takes us fat contract coming up,Positive,Negative,Negative,Neutral,Neutral,False
TOO. GOOD. TO. MISS @user #FantasticBeasts in 3D,too good to miss fantasticbeasts in,Positive,Positive,Positive,Positive,Positive,True
"@user Can you plse do fewer stories on victims and more hard hitting news like media bias, #blm, anti Trump riots, etc...",can you plse do fewer stories on victims and more hard hitting news like media bias blm anti trump riots etc,Negative,Negative,Negative,Negative,Negative,True
@user yaaay!!! tell me your feelings on it when you get around to watching bc you’re like… MY ONE WESTWORLD OUTLET,yaaay tell me your feelings on it when you get around to watching bc youre like my one westworld outlet,Positive,Positive,Positive,Positive,Positive,True
I'm making a PowerPoint on how vegetarianism isn't as unhealthy as people think,making powerpoint on how vegetarianism isn as unhealthy as people think,Negative,Neutral,Negative,Neutral,Neutral,False
@user @user that's like saying Lamarcus Aldridge is better than Tim Duncan,that like saying lamarcus aldridge is better than tim duncan,Neutral,Positive,Positive,Neutral,Neutral,True
"Your self worth isn't based on someone else's thoughts, opinion or threats. #StandUp! #SpeakUp!…",your self worth isn based on someone else thoughts opinion or threats standup speakup,Positive,Neutral,Neutral,Neutral,Neutral,False
"@user Bones, MLK, Muhammad Ali, Jesus Christ, and the list goes on.",bones mlk muhammad ali jesus christ and the list goes on,Neutral,Neutral,Positive,Neutral,Neutral,True
This is the solution to the rioters blocking stores  and attacking people on behalf of George Soros's…,this is the solution to the rioters blocking stores and attacking people on behalf of george soros,Negative,Neutral,Neutral,Negative,Negative,True
#Spurs #GoSpursGo 1997-98 #Topps ROOKIE of TIM DUNCAN #115 San Antonio Spurs RC HOF #TimDuncan #NBA,spurs gospursgo topps rookie of tim duncan san antonio spurs rc hof timduncan nba,Positive,Neutral,Positive,Positive,Positive,True
Low key... is that Verlander in the halftime show...?!?!,low key is that verlander in the halftime show,Neutral,Neutral,Neutral,Neutral,Neutral,True
"For CA Democrats, this is a type of voter registration drive.",for ca democrats this is type of voter registration drive,Neutral,Neutral,Neutral,Neutral,Neutral,True
WHY SHOULD I CARE?...What is #FRACKING ?& WHY is it Controversial?...STOP #GeoEngineering OUR PLANET #EARTH,why should care what is fracking why is it controversial stop geoengineering our planet earth,Negative,Negative,Negative,Negative,Negative,True
"4th day of ""Fighting the Flames"": #Jerusalem Region Deputy Director Felix Lotan reporting from 1 of the scenes:…",th day of fighting the flames jerusalem region deputy director felix lotan reporting from of the scenes,Neutral,Neutral,Neutral,Neutral,Neutral,True
#zac efron sex pic skins michelle sex,zac efron sex pic skins michelle sex,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user cool story bro. I like the one were those women get degrees and figure out how to end our dependency on fossil fuels.,cool story bro like the one were those women get degrees and figure out how to end our dependency on fossil fuels,Neutral,Positive,Negative,Positive,Positive,False
@user I guess people like @user use #ISIS & #terrorism like @user use Islam - to get rich quick. #Pathetic,guess people like use isis terrorism like use islam to get rich quick pathetic,Negative,Negative,Negative,Negative,Negative,True
How did I miss #NationalFastFoodDay 😭😂😩,how did miss nationalfastfoodday,Neutral,Negative,Neutral,Neutral,Neutral,True
"@user @user @user @user @user @user Wait & See, but NEVER #CROOKEDHillary!",wait see but never crookedhillary,Negative,Positive,Neutral,Neutral,Neutral,False
@user @user Original Nazi Party used to be at zero too,original nazi party used to be at zero too,Negative,Neutral,Negative,Negative,Negative,True
"#CTMNEWS #MIAMI #NYC #HOUSTON  Donald Trump, Mike Pence’s Different ‘Hamilton’ Reactions | MSNBC",ctmnews miami nyc houston donald trump mike pences different hamilton reactions msnbc,Neutral,Neutral,Neutral,Neutral,Neutral,True
lol my moms making a second thanksgiving dinner bc she doesn't like that we didn't cook this year,lol my moms making second thanksgiving dinner bc she doesn like that we didn cook this year,Neutral,Positive,Positive,Positive,Positive,False
Trump picks:-Bannon (ran a white nationalist website)-Flynn (Putinphile/Islamophobe)-Sessions (rejected 4 judges…,trump picks bannon ran white nationalist website flynn putinphile islamophobe sessions rejected judges,Negative,Negative,Negative,Negative,Negative,True
@user they can build a wall on the Mexican border but they can never build a wall around your heart. haha.,they can build wall on the mexican border but they can never build wall around your heart haha,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user I don't know but apparently they don't like  rad dudes or bad hombres.,has know but apparently they has like rad dudes or bad hombres,Neutral,Neutral,Negative,Negative,Negative,False
Grayson Allen Is Something Serious 💪🏀,grayson allen is something serious,Positive,Neutral,Neutral,Positive,Positive,True
"@user I think you leave out one important fact about Social Security, Social Security Disability, Medicare the are per paid for.",think you leave out one important fact about social security social security disability medicare the are per paid for,Negative,Positive,Negative,Negative,Negative,True
There are children that only know a black man as POTUS...my God! #ThankYouObama,there are children that only know black man as potus my god thankyouobama,Negative,Positive,Positive,Positive,Positive,False
@user mind the Caucescu end of life behind the wall,mind the caucescu end of life behind the wall,Neutral,Neutral,Neutral,Neutral,Neutral,True
"#architecture The Lily light &quot;paved the way for things to come in 3D printing&quot;, says Janne...…",architecture the lily light quot paved the way for things to come in printing quot says janne,Neutral,Neutral,Neutral,Neutral,Neutral,True
Time to celebrate for Indian Liberals?,time to celebrate for indian liberals,Negative,Neutral,Negative,Negative,Negative,True
#Hezbollah Martyr Qasim Shamkha 19yrs old from Burj Qalawiyeh pledging allegiance to Syeda Zainab (AS) in #Aleppo…,hezbollah martyr qasim shamkha yrs old from burj qalawiyeh pledging allegiance to syeda zainab as in aleppo,Neutral,Neutral,Neutral,Neutral,Neutral,True
lingerie for valentines,lingerie for valentines,Neutral,Neutral,Neutral,Positive,Positive,False
